,Symbol
22235,19KG.L
10761,19KH.L
22680,19KI.L
27723,19KJ.L
14485,19NK.L
10743,19PP.L
18752,19QA.L
26869,19QW.L
10030,19SO.L
27344,19VX.L
15156,1DIV.BK
15171,1HSA.BE
24319,1MCS.L
17249,200020.KS
17193,200030.KS
13604,200040.KS
17507,200050.KS
30719,20012775.SW
36473,20012947.SW
17211,200250.KS
41809,20029385.SW
42454,20044920.SW
37747,2010312.SW
38748,2010312.SW
42012,20120249.SW
32866,20135753.IR
35160,2017162.IR
33290,20185273.IR
29090,2022131.IR
20510,20231387.MU
32796,20238960.IR
28790,2025783.IR
43998,2025795.IR
35999,20270046.SW
30732,20275712.SW
37019,2030106.IR
41931,2031683.IR
27408,20320777.MU
21862,20323229.MU
24990,20337377.BE
31863,20345359.IR
42810,20345369.IR
33111,20347471.IR
36544,20348233.IR
17502,203780.KS
34669,2039523.SW
36920,20422619.IR
7913,204420.KS
11962,204450.KS
8462,204480.KS
39015,2045515.SW
38009,2045515.SW
28718,2049885.IR
20005,20503951.SG
29153,20523773.IR
8912,20557004.SW
23135,20557019.SW
29366,20561703.SW
42620,20567735.SW
17360,205720.KS
34490,2058829.IR
33567,2059272.IR
44225,20620460.IR
24960,20657491.SW
13897,20692294.IR
44165,20743866.IR
39952,20762734.IR
41321,20762737.IR
31903,20776635.IR
38373,20778717.IR
39481,20778717.IR
31649,2079819.IR
17501,208470.KS
43625,20855136.IR
32637,2085979.IR
44212,2086553.IR
39612,2087733.MC
38704,2087733.MC
44409,20938637.IR
12498,20955585.DU
14015,2096766.AS
26826,2096766.NX
21439,20973873.IR
14029,20974082.IR
16631,20974096.IR
15416,20974572.IR
13820,20997290.IR
26736,20997304.IR
23511,20997315.IR
16421,20GQ.L
21298,20GR.L
18744,20GS.L
7640,20GT.L
18746,20GU.L
25099,20PG.BE
44406,21014568.IR
13642,2103103.SW
27127,2103115.SW
36835,21041880.IR
31103,21043207.SW
37440,21043500.IR
34560,21063448.SW
41276,21063854.SW
40785,21076000.SW
15167,210780.KS
30554,21100317.IR
42493,21100434.IR
14178,2110486.SW
17548,211210.KS
12784,211260.KS
35719,21132707.IR
13969,2114988.SW
17414,211560.KS
17437,211900.KS
33631,21191335.SW
29166,21255956.IR
34808,21268971.IR
18227,21268999.IR
31800,21269003.SW
40400,21269444.SW
38209,21275532.IR
39316,21275532.IR
34694,2129853.IR
41185,2130104.IR
36508,21320722.SW
34264,21326210.IR
12742,21342140.DU
35903,21342288.SW
42278,2134917.SW
44138,2134965.SW
43914,2134968.SW
41696,2134970.SW
17294,213610.KS
15159,213630.KS
29576,21364138.SW
28591,21365238.SW
42028,21400766.IR
33354,21402974.IR
26774,21426042.IR
26783,21426047.IR
33402,21441511.SW
37460,21452856.IR
37397,21470625.SW
43962,21470750.IR
17709,214980.KS
32879,21498439.SW
35182,21537083.IR
28758,21540291.SW
39472,21542038.IR
38364,21542038.IR
34062,21556145.IR
28901,2156170.SW
15286,215620.KS
39802,2156438.IR
34159,21580118.SW
37572,21580466.SW
40823,21598895.SW
29560,2160476.IR
41507,21607891.SW
29681,21619346.SW
38841,21620366.IR
37839,21620366.IR
40599,21655978.IR
28491,21655984.IR
35001,21655987.IR
33673,21700680.SW
29637,21700685.SW
28940,21700686.IR
43748,21729719.IR
41986,2173323.SW
37354,21744563.IR
37744,21754918.SW
38745,21754918.SW
17451,217770.KS
17401,217780.KS
17646,217790.KS
38556,21781046.MC
39660,21781046.MC
43772,21791508.SW
33235,21798685.SW
32836,21814276.IR
29196,21828768.IR
33456,21840711.IR
17224,218420.KS
8702,21846308.IR
23090,21846308.SW
8247,21846314.SW
23137,21846322.SW
23286,21846324.IR
23111,21846324.SW
30433,21858324.IR
32217,21858369.IR
29975,21858373.IR
39577,21860512.MC
38670,21860512.MC
29297,2186210.SW
33437,2188752.IR
32397,21907362.IR
42779,2191380.MC
17691,219390.KS
17194,219480.KS
22983,21965427.SW
8677,21966875.IR
23051,21966875.SW
23067,21967097.SW
23069,21967132.SW
8165,21967496.SW
15449,21967650.SW
29457,21967811.IR
8763,21971617.IR
8481,21971617.SW
31719,21984330.IR
17208,219900.KS
30902,22012361.SW
17658,220130.KS
43191,22014170.IR
29634,22083374.IR
36691,22083392.IR
33581,22083395.IR
40945,22083398.IR
43835,22087413.IR
14542,22106640.IR
7961,22106682.IR
29443,22148443.IR
18203,22197951.IR
17335,222170.KS
8015,222180.KS
17430,222190.KS
8387,222200.KS
28221,2224269.SW
36921,22252022.IR
40760,22269961.IR
23293,22283922.SW
9098,22284042.IR
8050,22284042.SW
8509,22284045.IR
15275,22284045.SW
17463,223190.KS
36328,2233954.IR
43418,22339705.SW
10299,2234538.MU
15796,22374957.SW
15643,22375102.IR
15548,22375102.SW
15128,22375108.SW
30999,22384137.SW
40134,22392926.SW
36864,22397811.IR
30338,22398577.IR
33094,22398581.IR
21299,22422049.IR
32928,22423274.IR
40327,22429350.SW
40903,22454915.IR
34900,22455123.IR
30919,22456925.IR
44100,22457070.IR
35362,22470570.SW
43800,2247646.SW
36155,2248768.IR
8837,22491970.SW
17741,22492322.SW
14775,22492671.IR
12900,22492671.SW
15288,22492677.SW
13669,22499879.IR
17510,225030.KS
17522,225040.KS
43313,225050.KQ
17234,225050.KS
17477,225060.KS
13977,225130.KS
23222,22534582.SW
17835,22534681.SW
32961,22536970.IR
35100,2253989.IR
26810,22556952.IR
27075,22559147.IR
39395,2256798.IR
38488,2256798.IR
36274,22579199.IR
17363,225800.KS
30349,22606414.IR
35613,22607033.IR
18585,22610068.L
27084,22617458.IR
31049,2261883.SW
27061,22619098.IR
27074,22619652.IR
15726,22627420.SW
15315,22627422.SW
24916,22627424.SW
17655,226380.KS
17616,226490.KS
10662,226810.KS
23953,22684048.IR
12684,22684066.IR
24980,22697681.SW
17196,226980.KS
15441,227540.KS
17647,227550.KS
17327,227560.KS
29816,227570.KQ
17576,227570.KS
27430,2276017.SW
42741,22770826.IR
33606,22772741.IR
35554,22772745.IR
29759,22774469.IR
24061,22775610.MU
17462,227830.KS
17219,227930.KS
34701,22795175.IR
37961,22804155.IR
38965,22804155.IR
31833,22829145.IR
29257,22837582.IR
32088,2286218.IR
17614,228790.KS
17384,228800.KS
11383,228810.KS
17278,228820.KS
34127,2289077.SW
41153,22918546.IR
17217,229200.KS
11535,22966276.IR
25030,22968538.IR
17272,229720.KS
10771,22LR.L
27343,22MN.L
28826,23022961.IR
17611,230480.KS
32967,23049948.SW
15451,23056692.IR
37659,23070349.MC
36732,23092000.SW
28749,23092619.SW
41103,23093127.SW
42392,23093187.SW
32989,23093476.SW
41644,23094092.SW
34791,23094286.SW
35291,23094470.SW
28634,23094475.SW
33273,23095154.SW
35579,23095246.SW
35367,23113707.IR
43645,2311422.IR
33386,23121886.IR
35580,23121890.IR
29029,23134251.IR
43144,2314895.IR
29054,23166576.IR
44092,23166661.IR
33161,23167582.SW
44327,23180680.IR
17205,232080.KS
31481,2320809.IR
37417,23222025.SW
44058,23222026.SW
13653,232590.KS
17314,233160.KS
34468,2332344.IR
38856,23351074.SW
37853,23351074.SW
32667,23353286.IR
17503,233740.KS
33721,23395894.IR
38857,23418166.IR
37854,23418166.IR
28402,23421146.IR
30372,23427457.SW
37554,23427460.SW
42023,23428503.SW
42709,2343047.IR
17527,234310.KS
17662,234790.KS
40062,23486010.SW
31263,23499629.IR
41969,2355076.SW
40002,23627893.SW
36311,23627899.SW
20372,2363075.BE
20320,2363075.DU
20408,2363075.MU
19945,2363075.SG
17466,236460.KS
34912,23697674.MC
17213,237350.KS
17703,237370.KS
14897,237440.KS
38926,23767865.SW
37926,23767865.SW
32237,23773217.IR
29672,23773225.IR
29445,23774607.IR
37618,23783521.IR
42443,23783530.IR
39686,23783554.IR
38583,23783554.IR
28955,23783692.IR
38789,23783740.IR
29222,23783743.IR
24933,23793563.SW
24893,23793565.SW
34621,23794649.IR
34284,23794649.SW
30942,23813368.SW
33640,23815775.SW
35902,23824.NZ
39569,23825153.SW
38662,23825153.SW
44137,23825156.SW
28437,2384178.SW
33065,2384191.SW
41158,2384201.SW
43864,2384218.SW
31968,23843.NZ
35134,23844.AX
27154,2384728.SW
10553,238670.KS
17108,238720.KS
21313,23929909.F
10243,23929909.SG
36226,23943748.SW
31403,2400781.IR
36463,2400781.SW
23204,24015783.SW
8231,24016077.SW
23402,24017543.SW
23243,24019096.SW
7910,24020000.SW
23396,24020108.IR
23409,24020108.SW
23427,24020111.SW
23400,24022504.SW
8734,24022521.IR
9016,24022521.SW
23411,24023151.SW
35439,24050161.IR
32931,24087006.IR
43323,24087008.IR
31376,24087010.IR
44050,24116581.MC
43832,24154990.IR
16806,24180831.BE
37506,24202225.IR
30651,24202234.IR
35781,24205875.SW
8867,24214074.IR
12826,24215786.IR
40417,24223177.IR
8765,24253339.SW
43027,24269934.SW
36013,24279605.SW
41070,24279659.SW
28805,24285506.IR
38223,24285516.SW
39330,24285516.SW
33085,24302164.IR
40331,24303782.IR
30874,24304286.IR
32429,24304351.IR
34388,24304357.IR
37811,24304369.IR
38816,24304369.IR
36339,24304371.IR
36610,24306986.SW
40297,24334827.SW
38705,24365926.IR
39613,24365926.IR
28438,24378766.IR
33353,24398372.IR
31379,24400574.IR
36059,2441518.IR
29198,24432238.IR
30384,24435941.IR
19771,24436201.L
16234,24464708.IR
14738,24501376.IR
20171,24501376.SW
25475,24501805.SW
26017,24501900.SW
43977,24543513.IR
8130,24550749.IR
38470,24561198.IR
13823,24583770.IR
39985,24586906.SW
29565,24620352.SW
20453,24660946.IR
31385,24665098.IR
24556,24692278.BE
36398,24739235.IR
35780,24742098.SW
31581,24759128.IR
32112,24788326.IR
41703,24807962.SW
34739,24825157.IR
42279,24851644.IR
41046,24851661.IR
37903,24851664.IR
37134,24851665.IR
40908,24851682.IR
29024,24851714.IR
29495,2485821.SW
17134,24869934.IR
32307,24880695.SW
32555,24881447.MC
8799,24886542.IR
17159,24886545.IR
28516,24897893.IR
41937,24953901.IR
36094,24986457.IR
16089,25000875.IR
32735,25001362.SW
34269,25008426.SW
30201,25008433.SW
31387,25010909.IR
20056,2503175.SW
43566,25043451.IR
28788,25043501.IR
34167,25052988.IR
33971,2507.AX
16526,25073607.IR
37505,25077908.IR
23169,250GBA.SW
28583,2510078.IR
17601,25115468.IR
17395,25116443.IR
17635,25116447.IR
17639,25116456.IR
35371,25187356.IR
33570,2520736.SW
39911,2521652.IR
42265,2521922.SW
36259,25231717.IR
34406,25236530.SW
37501,2525575.IR
18435,25278680.IR
29712,25278980.IR
33999,25278985.IR
32955,25281810.IR
40723,25281910.IR
34500,25281915.IR
29950,25281935.IR
37684,25281936.IR
33391,25281944.IR
37858,25282044.IR
40403,25282115.IR
29789,25282122.IR
33469,25282137.IR
28773,25282140.IR
39765,25282141.IR
36710,25282544.IR
30191,25282597.IR
40387,25286766.IR
35222,25287174.IR
10593,25290594.MA
43518,2530005.IR
34015,25301826.SW
29190,25301835.SW
25495,2532201.SW
26513,2532204.SW
43085,25360954.IR
37800,25374816.IR
38805,25374816.IR
44259,25374820.IR
30953,25374833.IR
44252,25374834.IR
8670,25381591.SW
8444,25381755.SW
23936,25381758.SW
8630,25383925.SW
16700,25395655.IR
33183,25407888.SW
18307,25417000.IR
34431,25432323.IR
29928,25453199.IR
40186,25453669.IR
41842,25457205.IR
37118,25465536.SW
31469,25470946.IR
31312,25474199.IR
43957,25495092.IR
18500,25495129.IR
41622,25495147.IR
8825,25495154.IR
40042,25506332.IR
43650,25506343.IR
40918,25506343.SW
30304,25507191.SW
42603,25507372.IR
29881,25507374.IR
43794,25507376.IR
33630,25510744.SW
36638,25515124.IR
41127,25515713.IR
29768,25515939.IR
18285,25524842.IR
41195,25526159.IR
35092,25526161.IR
21364,2552818.BE
32724,25545822.IR
29850,25545879.IR
37116,25545882.IR
40033,25545893.IR
33702,25545901.IR
31722,25545906.IR
32006,25557903.IR
28700,2558247.IR
28310,2558482.IR
18816,2558939.MU
29407,25608002.IR
34687,25618835.IR
43107,2566421.SW
32008,2566424.SW
38007,2566491.SW
39013,2566491.SW
9007,25670773.IR
33495,25685299.SW
40508,25685315.SW
35860,25704127.SW
28857,25704189.SW
30429,25733511.IR
14068,2578650.SW
16104,25808528.IR
35214,25824508.IR
39997,25857480.IR
32982,25857485.IR
23434,25873967.SW
23438,25873970.SW
7767,25874916.IR
8855,25874916.SW
23435,25874918.IR
8450,25874918.SW
19913,25882921.IR
19866,25883159.IR
16190,25883167.IR
19902,25883175.IR
34828,25955458.SW
40889,25957304.IR
13610,25961256.IR
30943,25969932.IR
43128,25974704.SW
28429,25976324.SW
32019,25980997.IR
37178,25987989.SW
37365,26005338.IR
33233,26005341.IR
32703,26005457.IR
42280,26005632.IR
14332,26017182.IR
14851,26018609.IR
18575,26018615.IR
29380,26025642.IR
44129,26025677.SW
44254,26047740.IR
35107,26082262.SW
30350,26098023.IR
24592,26101658.MA
12555,26106664.IR
19863,26106871.IR
31701,26114476.SW
41152,26114481.SW
35508,26114486.SW
29478,26114557.SW
43939,26116224.MC
17864,2617059.SW
20391,2617070.SW
18629,2617084.SW
17789,2617093.SW
44411,26257384D.TW
32320,26257384E.TW
34976,26257384H.TW
44179,26258187H.TW
38358,2626771.IR
39466,2626771.IR
29990,26275991.SW
29643,26289072.IR
24546,26304535.MA
18259,26305580.IR
29737,26310557D.TW
42803,26325600C.TW
20776,2632800.SW
15761,2632858.SW
10022,2632934.SW
14258,2632953.SW
36153,26331835D.TW
40319,26349680.IR
28428,26368559.SW
42934,26376465.SW
18434,26377128.IR
14498,26377131.IR
34458,26378224.SW
31890,26379367.SW
42536,26403799.IR
38949,26404022.IR
37947,26404022.IR
43531,26404033.IR
19828,26419120.IR
14904,26419210.IR
30615,26435298.SW
30816,26450295.IR
41762,26450308.IR
29132,26473231.IR
42021,26473404.IR
29554,26479808.IR
28492,26479905.IR
41338,26495932.SW
8978,26498727.IR
8756,26498733.IR
37262,26511519.SW
34531,26530596.IR
38460,26530702.IR
39368,26530702.IR
34680,26530712.IR
33438,26530714.IR
42246,26530715.IR
29727,26552653.IR
37657,26567301.IR
42036,26579505.IR
33903,26580160.IR
30284,26583465.IR
37292,2658798.IR
40835,26607277.SW
21135,26625108.SW
10047,26632093.TI
10518,26642670.IR
18268,26648300.IR
18591,26649607.IR
42444,2666047.IR
38575,2666047.SW
39678,2666047.SW
23439,26688828.IR
7783,26688828.SW
23420,26688928.IR
23421,26688928.SW
38370,26746249.SW
39478,26746249.SW
42208,26754280.IR
29725,26777583.IR
14408,268.HK
17248,268.KL
33871,26800712.IR
31889,2681751.IR
16418,26825641.IR
42830,26825659.SW
40860,2686892.IR
40763,26902214.IR
36786,26911925.IR
34354,26953484.SW
31357,26997546.IR
35162,27054880.IR
39152,27078783.IR
38248,27078783.IR
34407,27078809.IR
38813,27101017.IR
37808,27101017.IR
11594,27145721.IR
14927,27146311.IR
33545,2714815.SW
39951,27168173.IR
29296,27212745.IR
37574,2721575.IR
32371,27216907.IR
24547,27227272.MA
14871,2723242.MU
18165,2723264.BE
18169,2723267.MU
22963,2723289.MU
26848,27236879.MA
33097,27241457.IR
24559,27249442.MA
19754,27252982.IR
8824,2726122.SG
42435,27277015.IR
31583,27295231.IR
29400,27390395.IR
41888,2739636.IR
42068,27398553.SW
39820,27398929.SW
41086,2742101.IR
21359,27425030.MU
33682,27448167.SW
43690,27464973.IR
36925,27503574.IR
43159,27503773.IR
13888,2751936.SW
18864,2757464.SW
43472,27585307.IR
39878,2762244.IR
40542,27773721.IR
42105,27773766.IR
26122,2778027.BE
26065,2778027.DU
8380,2778027.HM
26275,2778027.MU
33390,2779626.SW
37163,27814295.IR
30739,27820873.IR
37353,27820896.IR
21687,27869089.IR
21734,27891636.IR
21729,27891669.IR
39456,2789263.IR
38348,2789263.IR
16458,27893403.IR
16344,27893419.IR
40263,279184.SW
19205,27927617.IR
11630,27932752.NX
43770,27956427.IR
36704,27956430.IR
24296,27989082.BE
15054,2800.HK
15290,2801.HK
8040,2802.HK
44198,28028183.IR
33385,2803879.IR
24287,2803943.IR
28517,28042124.IR
38648,28090507.IR
39554,28090507.IR
16839,28101727.IR
21511,28102264.IR
42078,28112736.IR
43311,28142979.SW
30013,28146672.IR
15546,2817.HK
15045,2818.HK
15153,2819.HK
37044,28201996.IR
30573,28202400.IR
30945,28202405.IR
35294,28202409.IR
43816,28202433.IR
38109,28202437.IR
39113,28202437.IR
39436,28202453.IR
38229,28202453.IR
20451,2821.HK
29831,28215147.IR
38941,28215148.IR
37940,28215148.IR
19530,28227592.IR
15044,2823.HK
11124,2825.HK
14520,28261506.IR
15497,2827.HK
16414,28271997.IR
15053,2828.HK
7639,2829.HK
21212,28300766.IR
16376,28300788.IR
16642,28300795.IR
30882,283093.SW
15052,2833.HK
43693,28330553.IR
15387,2835.HK
15051,2836.HK
32768,28372640.MC
15727,2838.HK
15050,2839.HK
15509,2841.HK
43329,28411976.IR
36066,28424205.IR
42074,28424281.IR
37584,28425751.MC
41735,28443918.IR
35792,2844727.SW
31393,2844737.SW
29967,2844745.SW
8806,2846.HK
31535,28466871.IR
32837,2847270.IR
40187,2847284.IR
35099,28474837.IR
42936,28477118.IR
34250,28477119.IR
44116,28530424.IR
29584,28531250.SW
37619,28531251.IR
28712,2854214.IR
29533,2854661.IR
29396,28549670.IR
34674,28549679.IR
36935,28549686.IR
29863,28569696.IR
33287,28569698.IR
12668,2857843.SW
42707,28586148.IR
41579,28597570.IR
44286,2861308.IR
40616,2861316.IR
42791,28626497.SW
13747,2864210.SW
22829,28650240.SW
11842,28650241.SW
32918,28671712.IR
32401,2869574.SW
29056,28703318.IR
37718,28703318.SW
10176,2874609.SW
20091,2874616.SW
19860,28778697.IR
37343,28823112.IR
30183,28827639.IR
43449,2882957.IR
31120,28927645.IR
17038,28941550.IR
40458,28976069.IR
33048,28976106.IR
14930,28977162.IR
40745,28978151.IR
34202,28994639.IR
32464,28995270.IR
43194,29088548.IR
22849,29088663.IR
22844,29088701.IR
42643,29088702.IR
22864,29088705.IR
10412,29088708.IR
10366,29088709.IR
9927,29088711.IR
22951,29088713.IR
9952,29088714.IR
15014,29088716.IR
34604,29096653.IR
44408,29124888.IR
36042,29125242.SW
37454,29126656.SW
42010,29126660.SW
22828,29134385.IR
36907,29134606.IR
23263,29141964.SW
8277,29141972.SW
14172,29142113.SW
23159,29142116.SW
37112,29151332.IR
29337,2916106.MX
33032,29167776.IR
42310,29167788.IR
31228,29183401.IR
37075,29208195.IR
22870,29267355.SW
22867,29267361.SW
36069,29284516.IR
44309,29284838.IR
31287,29284921.IR
42852,2931228.IR
21573,29317184.SW
21627,29317200.SW
19203,29317215.SW
19251,29317239.SW
26628,29317244.SW
14955,29317247.SW
23414,29317253.SW
23444,29317279.SW
8302,29317291.SW
23404,29317303.SW
22250,29317374.SW
16143,29317395.SW
24946,29317465.SW
28713,29338084.IR
8086,29348787.SW
22129,29372309.SW
21798,29372312.SW
36686,29431051.IR
38945,29431064.IR
37944,29431064.IR
29018,29463706.IR
28880,29463710.IR
21009,29491397.IR
35676,2953752.SW
42875,29556841.IR
32332,29558822.IR
37596,29578323.IR
37300,29578516.IR
44319,29578520.IR
32540,29593198.IR
43193,29593199.IR
39799,29609817.IR
30381,2961515.MC
8363,29705502.SW
21785,29706027.SW
23969,29706036.SW
23979,29706041.SW
42372,29741753.SW
40769,2974417.SW
41229,29746751.IR
35074,29777314.IR
33841,29777429.IR
31617,29777430.IR
38465,29844262.IR
39373,29844262.IR
44292,29844264.IR
31550,29879545.IR
43044,29879567.IR
29065,2994050.IR
34150,29941617.IR
35743,29945219.IR
11353,29985547.SW
41200,29991196.IR
10286,2B72.MU
16153,2B73.MU
11228,2B74.MU
24260,2B77.MU
8166,2B78.MU
7661,2B79.MU
24286,2B7A.BE
14887,2B7B.BE
21839,2B7C.BE
27917,2B7D.BE
24735,2B7E.BE
23382,2B7F.BE
16377,2B7K.BE
14858,2B7L.BE
25357,2B7M.BE
20026,2B7N.DE
21023,2B7N.F
21246,2B7N.SG
10143,2B7Q.MU
27281,2B7R.MU
26451,2B7S.MU
27337,2B7T.MU
14656,2B7U.MU
26935,2B7V.MU
18087,2B7W.MU
28292,2B7X.MU
8151,2B7Y.MU
14801,2B7Z.MU
14038,2E7C.DE
26475,2INVE.MC
16180,2JAL.L
10492,2NGL.L
18815,2OIL.MI
18968,2OIS.MI
10368,2UKL.L
7638,3001.HK
15997,3002.HK
37141,30024951.SW
22958,30033438.SW
30640,30035881.IR
15512,3004.HK
31840,30054121.IR
15768,3006.HK
16997,30068714.SW
23412,30069575.SW
23417,30069576.SW
9120,30070824.SW
7768,30070825.SW
15331,3010.HK
41799,30124898.IR
36048,30132186.IR
28349,30132190.IR
30348,30144304.IR
41984,30144782.IR
44004,30146657.IR
37829,30146944.IR
29133,30146977.IR
36702,30154382.IR
30550,30154384.IR
29352,30154394.IR
29204,30154396.IR
37523,30154397.IR
31213,30154400.IR
41853,30154443.IR
31497,30154445.IR
41920,30154448.IR
34471,30165798.IR
32550,30166026.IR
28419,30166027.IR
39772,30185208.SW
15448,3024.HK
32552,30248712.IR
32953,30298540.IR
33433,30298565.IR
35311,30318701.IR
35524,30318728.IR
36723,30318749.IR
37450,30318877.IR
15266,3032.HK
31247,30351411.IR
28580,30351624.IR
32029,30369178.IR
15616,3039.HK
34451,30395879.SW
36715,30395885.SW
33889,30396024.SW
40029,30404473.IR
38411,30442348.IR
39518,30442348.IR
36461,30445160.SW
41230,30445263.SW
33351,30446217.SW
15671,3046.HK
29480,30487713.IR
15390,3050.HK
30872,30528083.SW
44387,30607247.IR
36040,30630799.IR
16770,3068233.MU
16450,3068331.MU
16951,3069089.MU
12646,30720020.IR
44166,30720040.IR
14002,3073.HK
39998,30782922.IR
41521,3079148.IR
10630,30795126.MA
15383,3081.HK
29031,3081566.IR
32475,3084950.SW
35453,3086311.IR
42401,30904006.IR
40435,30912665.IR
18391,30948691.NX
17898,30948691.PA
10193,30948720.PA
9876,30XA.BE
10617,30XB.BE
28216,30XC.BE
13799,3116447.SW
24808,31171253.PA
24379,31180125.PA
8095,3122239.SW
33221,3129164.SW
29455,3130141.SW
31500,3130144.SW
35267,3130231.SW
20266,3133604.BE
15850,313A.BE
24107,31426570.L
7894,31709.L
13847,31718531.IR
16207,3176893.SW
41145,31824578D.TW
35988,31830473B.TW
36251,31836244D.TW
33925,31842338C.TW
43641,31939229A.TW
28874,31946426C.TW
37725,31980129.TW
37452,31982156A.TW
19596,32029.L
13777,3204669.SW
29429,3213693.IR
32358,3249940.SW
36979,3259806.SW
44384,3283.AX
34087,3287.AX
20087,3291273.SW
9865,3311762.MU
44337,3316596.IR
34733,3320954.IR
39652,3327169.IR
38548,3327169.IR
31687,3346079.SW
32000,3357231.IR
41491,3358212.IR
29176,3359370.IR
24731,3364870.SW
40736,3366257.IR
39870,3381228.SW
35005,3381449.IR
27412,33DP.L
28083,33PU.L
18098,33XX.L
8724,33YL.L
42701,3414030.SW
39977,3453381.SW
31616,3457434.SW
18178,3466091.SW
22080,3466107.SW
39255,3470697.HM
38148,3470697.HM
34564,3487.AX
42389,3488638.SW
31231,3491793.MC
40652,3493662.SW
15075,34FZ.L
22215,34GP.L
14467,34IF.L
18834,34JG.L
22719,34JH.L
22553,34KF.L
32706,3506036.SW
29872,3506040.SW
30387,3506046.SW
37405,3537599.IR
19564,3550169.IR
14526,3550250.IR
19455,3550286.IR
28298,3555750.SW
34518,3564690.SW
36364,3564733.SW
13834,3567338.IR
27280,3567444.IR
14260,3567538.IR
26814,3567555.IR
19668,3567581.IR
33112,3570239.SW
29460,3571074.IR
19804,3595049.IR
19699,3595387.IR
27276,3595612.IR
13860,3595652.IR
22772,35AE.L
35607,3617642.SW
30864,3628303.SW
17158,3630370.BE
16656,3630370.DU
16665,3630370.F
16402,3630370.MU
17008,3630370.SG
19324,3630405.IR
40534,3666301.IR
44044,3683433.IR
36478,3695003.IR
35541,3697604.IR
33374,3697611.IR
39790,3697932.IR
22832,36B1.DE
9974,36B1.F
14838,36B2.MU
10015,36B3.MU
24244,36B4.MU
24266,36B5.MU
24215,36B6.MU
14702,36B7.MU
18554,36BA.MU
24293,36BC.MU
16875,36BF.MU
14650,36BG.MU
16585,36BH.MU
16242,36BM.MU
24279,36BV.MU
27264,36BW.BE
15306,36BY.DE
17096,36BY.F
17092,36BY.SG
8065,36BZ.DE
19900,36BZ.F
19914,36BZ.MU
11732,36BZ.SG
18796,36HF.L
22128,36HH.L
22560,36HK.L
22353,36HM.L
22464,36HN.L
43697,3707464.SW
